"stn_code","stn_name","zone_code","division_code","latitude","longitude"
KORL,Kural                                                       ,WR,BRC,"22.13009136","72.93150511"
CLE,Chintapalli,SCR,SC,"17.91453157","79.70207117"
KNSG,KHAMARIA ORDINANCE FACTORY SIDING                           ,WCR,JBP,"23.164746","79.951029"
KNYR,Kaniuru H                                                   ,SWR,MYS,"12.71755167","75.36599"
ALER,Aler,SCR,SC,"17.64565973","79.04889639"
BRMO,Bermo                                                       ,ECR,DHN,"23.7727745","85.95624217"
DHJ,Dhinoj                                                      ,WR,ADI,"23.67067067","72.2818085"
RKD,Rukadi,CR,PUNE,"16.7254261","74.35859249"
KPG,Kopargaon                                                   ,CR,PUNE,"19.903475","74.50367333"
SMLI,Swamihalli                                                  ,SWR,UBL,"14.97650151","76.60889456"
KPRK,kandla port dock rail terminal                              ,WR,ADI,"23.019866","70.203238"
THP,Taherpur                                                    ,ER,SDAH,"23.2605002","88.54346958"
KPXR,Kaipadar Road                                               ,ECOR,KUR,"20.10440633","85.63958917"
RJU,Rajula City                                                 ,WR,BVP,"21.04667377","71.45622179"
KPK,Kalipahari,ER,ASN,"23.66506167","87.01613167"
ALMG,ALAMGANJ,NFR,RNY,"26.11909672","90.02550902"
BRND,Boridand,SECR,BSP,"23.26764358","82.17806055"
BWX,Bahman Diwana                                               ,NR,UMB,"30.22574333","74.84736167"
BWZ,Baddowal                                                    ,NR,FZR,"30.86571633","75.7536575"
KPRR,Kotapar Road,ECOR,RGDA,"19.04136017","82.30838017"
KPL,Kantakapalle,SCOR,VSKP,"17.95462817","83.20820233"
KPLH,Kotipalli,SCOR,BZA,"16.70992417","82.0437045"
KPLL,Kotta Pandillapalli Halt,SCOR,BZA,"15.76097083","80.2815615"
KOKG,Korukkupet Goods                                            ,SR,MAS,"13.127462","80.281391"
SPQ,Sorupeta,NFR,RNY,"26.49980958","91.07759502"
DOTL,DEOTALA,NFR,KIR,"25.27417667","88.29415333"
AMLP,Amalpur,WR,BRC,"22.162529","73.51164533"
KOUA,KAIRA DIST COOP MIL PRODUCERS UNION-ANAND                   ,WR,BRC,"22.561787","72.966213"
TJH,Tejgadh,WR,BRC,"22.348792","73.899455"
KPB,Kharpokhra                                                  ,ECR,SPJ,"27.142533","84.152728"
KPCA,Kamarajar Port Ltd Container Terminal Private Siding,SR,MAS,"13.249136","80.299416"
KONN,Konnur Halt,SCR,HYB,"16.425811","77.883689"
KQN,Kodaikkanal Road                                            ,SR,MDU,"10.17897286","77.91015974"
KQQ,Kaukuntla                                                   ,SCR,HYB,"16.53898333","77.85060833"
KQS,Kailaras                                                    ,NCR,JHS,"26.30382849","77.61904856"
BRNI,Barwasni Halt                                               ,NR,DLI,"29.02360583","76.94248767"
KOX,Kachujor,ER,ASN,"23.84195333","87.46392667"
BRPM,Baripur Mandala                                             ,WR,BRC,"22.09517114","73.31838907"
BRPS,Barapalasi                                                  ,ER,MLDT,"24.38227333","87.181415"
RKN,Rati-ka-Nagla,NER,IZN,"27.65944333","78.258725"
DHS,Dhavalas,CR,SUR,"18.129425","75.334215"
RKY,Kothariya                                                   ,WR,BVP,"22.219447","70.8037325"
BRPK,Bisharpara-Kodaliya                                         ,ER,SDAH,"22.67643107","88.43479151"
RKM,Raja-ki-mandi,NCR,AGRA,"27.1934736","77.9971639"
DRN,Deoranian,NER,IZN,"28.62755","79.47440833"
DSB,Sadar Bazar,NR,DLI,"28.65777914","77.21681811"
KPCC,KARNATAKA POWER CORPORATION LTD (RTPS) SIDING,SCR,SC,"16.384832","77.327056"
KNGK,Kakinada New Goods Complex,SCOR,BZA,"16.955624","82.240477"
KPCM,KUNWARPUR CHINTAMANPUR                                      ,ECR,SPJ,"26.51595947","84.94509354"
KRDH,Koradih P.H.,SECR,NAG,"21.25202733","79.11162917"
KPLD,KAPALI ROAD PH                                              ,ECOR,KUR,"21.04555717","86.42005883"
KPRJ,Kalisindh thermal power project RRVUNL Siding Jhalawar      ,WCR,KOTA,"24.5805","76.1467"
KPTM,Kanjiramittam                                               ,SR,TVC,"9.86217117","76.41080417"
KPHH,Kushalpur harnaha halt                                      ,ECR,DNR,"25.57007867","84.09925667"
KQV,Kinkhed,CR,BSL,"20.647171","77.41328667"
KRA,Karepalli Jn.,SCR,SC,"17.51084626","80.27121633"
KUDL,Kudal                                                       ,KRCL,RN,"16.01787222","73.67788889"
KQY,Kharikatia                                                  ,NFR,TSK,"26.62066444","94.26151803"
KR,Kevedi                                                      ,WR,BRC,"21.49115154","73.45618719"
BRQ,Bagrakot,NFR,APDJ,"26.87049333","88.5855"
SNK,Sindkheda                                                   ,WR,BCT,"21.24417467","74.72367617"
DKI,Dharmkundi,WCR,BPL,"22.51026717","77.548474"
BYC,Ballari Cantt.,SWR,UBL,"15.15845","76.88296167"
KRDN,KARAUNDHANA,NCR,AGRA,"27.04079026","78.02469111"
KRIH,Korai                                                       ,ECOR,KUR,"20.959974","86.1767075"
RLA,Rajula Jn.                                                  ,WR,BVP,"21.103916","71.47890467"
DSM,Darasuram HALT                                                   ,SR,TPJ,"10.94446111","79.356575"
KRI,Khapri,CR,NGP,"21.04983","79.048845"
BSGD,Bais Godam                                                  ,NWR,JP,"26.90180644","75.78949653"
BTRA,Banthra                                                     ,NR,MB,"27.9290645","79.827562"
BWD,Belvandi                                                    ,CR,PUNE,"18.71094","74.62283"
SNKG,Sankara Gummanur Halt,SCOR,GTL,"15.16657043","77.24149068"
KRL,Kotarlia,SECR,BSP,"21.88344531","83.48267327"
KQL,Kandhla                                                     ,NR,DLI,"29.323965","77.29284167"
KRDS,KORADIH THERMAL POWER PLANT SIDING                          ,SECR,NAG,"21.168285","79.141045"
BWT,Bangarapet Jn.                                              ,SWR,SBC,"12.984773","78.179098"
KRJN,NEW KHURJA JN,DFCR,EDFC,"28.176758","77.843319"
KRJT,Karanja Town,CR,BSL,"20.48639833","77.49176067"
BXF,Barsuan                                                     ,SER,CKP,"21.84467958","85.11945458"
SNL,Sanehwal                                                    ,NR,FZR,"30.83816233","75.97918733"
DRE,Dhogri                                                      ,NR,FZR,"31.3939271","75.63320145"
KRLR,Karaila Road                                                ,ECR,DHN,"24.27024803","82.72474551"
DMLE,Dumurdaha,ER,HWH,"23.039965","88.43235333"
KRNI,Krishnai,NFR,RNY,"26.07023377","90.68239471"
KUPR,Khurdpur                                                    ,NR,FZR,"31.425322","75.72388433"
KRO,Kurawan                                                     ,WCR,BPL,"22.205215","76.9046125"
KQD,Khairatabad,SCR,SC,"17.41276534","78.46105717"
SNPR,Singarpur,NCR,AGRA,"27.117355","77.728205"
ANO,Anjani                                                      ,KRCL,RN,"17.62087778","73.39964167"
AOR,Argora  P.H                                                 ,SER,RNC,"23.34706167","85.31435333"
BWSN,Bijwasan                                                    ,NR,DLI,"28.53707833","77.05162167"
BYSA,Basulya Sutahata                                            ,SER,KGP,"22.12040483","88.13090917"
KUP,Kup                                                         ,NR,UMB,"30.60006333","75.85249"
KRLS,Kurlasi,WCR,KOTA,"24.35555917","75.72852517"
KRKH,Kharkara Halt,NR,DLI,"28.9137092","76.37678661"
KRHA,Korahia                                                     ,ECR,SPJ,"26.530062","86.154178"
KRIR,Khari Rohar Road                                            ,WR,ADI,"23.03","70.22"
KRLG,Kotarlia Public Siding                                      ,SECR,BSP,"21.883562","83.482618"
KRLA,Koratla,SCR,SC,"18.8355133","78.71039165"
KRNH,KAranahalli HALT                                            ,SWR,MYS,"13.69768833","75.89725"
KUV,Kundara                                                     ,SR,MDU,"8.9603275","76.67817533"
KRR,Karur jn                                                    ,SR,SA,"10.96572907","78.08526933"
DTK,Duttapukur                                                  ,ER,SDAH,"22.76840167","88.53942833"
KRSW,Kohar Singh Wala                                            ,NR,FZR,"30.76007817","74.4457585"
SOJ,Sarojini Nagar                                              ,NR,DLI,"28.58127667","77.196385"
KRTA,Karkatta                                                    ,ECR,DDU,"24.29848056","83.83836944"
SPP,Shahpur Patoree                                             ,ECR,SEE,"25.63914523","85.58125257"
BXL,Bheduasol                                                   ,SER,ADRA,"23.19431833","87.13501"
BXLL,Billi                                                       ,ECR,DHN,"24.46185833","83.01917778"
BXP,Barpathar,NFR,LMG,"26.27398833","93.89932333"
BXR,Buxar                                                       ,ECR,DNR,"25.56109567","83.9811905"
SOR,Sonagir,NCR,JHS,"25.72984167","78.40934167"
DTN,Dhamtan Sahib                                               ,NR,DLI,"29.68724333","76.00600167"
GSA,Guagachha,NFR,RNY,"26.50080286","91.02388276"
JAB,YAMUNA BRIDGE,NCR,AGRA,"27.19214","78.03901833"
KRNU,Konanur H                                                   ,SWR,MYS,"12.01425667","76.83459333"
KRSP,KIRSADOH RAILWAY SIDING                                     ,CR,NGP,"22.193286","78.76442"
DTR,Dhamtari,SECR,R,"20.71501817","81.55092783"
BYY,Byree                                                       ,ECOR,KUR,"20.6286845","86.03492483"
KRTL,Kartauli (Halt),NER,IZN,"28.170455","79.24771167"
KRTN,Kirtinagar Halt                                             ,NR,DLI,"28.64691","77.14527667"
KRUR,Keeranur                                                    ,SR,MDU,"10.57777833","78.78601933"
KRYA,Kurraiyahalt,NER,IZN,"28.39988564","80.25998857"
KSA,Khasa                                                       ,NR,FZR,"31.61253567","74.72853633"
CAER,Chhanera,WCR,BPL,"21.96367633","76.7073195"
ASL,Aslaoda                                                     ,WR,RTM,"23.23085333","75.60801333"
KVN,Kavanur                                                     ,SR,MAS,"12.9490577","78.96953418"
NRSD,NEW RUNNISAIDPUR HALT                                       ,ECR,SPJ,"26.3854915","85.51640624"
KSD,Keshod                                                      ,WR,BVP,"21.29795717","70.2517155"
KSDK,KUSUNDA COLLIERY SDG                                        ,ECR,DHN,"23.790411","86.411719"
SRC,Santragachi Jn                                              ,SER,KGP,"22.58434483","88.2839865"
RMJC,M/S. JSW STEEL LTD ,SER,CKP,"21.952519","85.419044"
TKH,ThakurtoTa P.H                                              ,SER,KGP,"21.65332083","86.96972783"
KSAR,Kudala Sangama Road  H,SWR,UBL,"16.31015822","75.89516328"
RMNR,Rahmat Nagar                                                ,NR,LKO,"26.74394167","81.15553333"
TKHA,Takha,NCR,PRYJ,"27.13655167","78.76981"
ASLU,Aslu                                                        ,NWR,BKN,"28.368649","75.074959"
KSAI,KOSADI                                                      ,WR,BRC,"21.46217455","73.10106137"
BZL,Belanagar,ER,HWH,"22.66122901","88.31773037"
KSAG,Steel Authority of India Ltd. Siding                        ,CR,CSTM,"19.034696","73.114529"
GGLE,Gangatikuri,ER,HWH,"23.71807148","88.08799472"
SRDR,Sardarsahar                                                 ,NWR,BKN,"28.438808","74.478378"
SRVX,Suravali (H)                                                ,KRCL,KAWR,"15.291637","73.939018"
KSO,Khemasuli  PH                                               ,SER,KGP,"22.338496","87.185207"
BZGT,Bazarghat,NFR,LMG,"24.61080833","92.39686667"
KSR,Kasturi (Halt),NER,LJN,"27.14089066","81.7518833"
KSX,Kotshila                                                    ,SER,ADRA,"23.411255","86.07915333"
FBG,Forbesganj,NFR,KIR,"26.29937167","87.26211833"
SSKI,SARSOKI,NCR,JHS,"26.01326667","79.52946333"
GKA,Gokhula,ECR,SPJ,"27.068666","84.541934"
KSJ,Kasganj Jn.,NER,IZN,"27.80150667","78.645695"
KRYP,KADIRIDEVARA PALLI,SWR,UBL,"14.41497833","77.19497167"
FDB,Faridabad                                                   ,NR,DLI,"28.41054133","77.30732033"
GJ,Gangajhari,SECR,NAG,"21.442765","80.05881783"
CAP,Chatrapur                                                   ,ECOR,KUR,"19.35943033","84.9736815"
GAG,Gangaghat                                                   ,SER,RNC,"23.36183","85.50753833"
CDI,Chandni (Chandni chauk CBA),CR,BSL,"21.42595","76.34868"
KSNK,"m/s KUDGI STPP-NTPC Siding,Kudgi",SWR,UBL,"16.496815","75.842673"
DGHA,Digha                                                       ,SER,KGP,"21.62611667","87.50850833"
KSRT,"KODANPAHAR,ramtek                                           ",SECR,NAG,"21.400655","79.326439"
KTHD,Kothari Road,SECR,BSP,"22.12882905","82.69571124"
KTAL,Kathlal                                                     ,WR,BRC,"22.896929","72.986017"
CBD,Changrabandha,NFR,APDJ,"26.41286","88.91975"
KTCR,Kotacheruvu  HALT                                           ,SWR,SBC,"14.18672833","77.76051167"
KTD,Kantadih                                                    ,SER,ADRA,"23.21877667","86.29679667"
KTDA,Katuda                                                      ,WR,RJT,"22.808941","71.59893"
SULH,Sulhani                                                     ,NR,FZR,"30.8723895","74.8645205"
KTH,Katrasgarh                                                  ,ECR,DHN,"23.79618485","86.30198238"
CBF,Coimbatore North Jn.                                        ,SR,SA,"11.02012443","76.9546728"
KTE,KATNI JN,WCR,JBP,"23.834451","80.40100783"
KTM,KutTalam                                                    ,SR,TPJ,"11.06980833","79.55725833"
CLT,KOZHIKKODE                                                  ,SR,PGT,"11.24620942","75.78068211"
CROA,Chautara,NFR,APDJ,"26.40249167","90.08428333"
DHK,Dhakuria  F                                                 ,ER,SDAH,"22.50888917","88.37115056"
DJI,Dhoraji                                                     ,WR,BVP,"21.7218415","70.444375"
DMH,Dauram Madhepura                                            ,ECR,SPJ,"25.908423","86.781827"
KTDD,Kataiya Dandi  Halt,NCR,PRYJ,"25.14906167","81.39821667"
DUAN,DUAN                                                        ,SER,KGP,"22.35476767","87.5840725"
KYP,Kalyanpur                                                   ,ER,SDAH,"22.34341296","88.41483326"
CCBG,Chicholi Buzurg P.H.,SECR,NAG,"20.6127605","79.92159667"
CCG,Mumbai Church Gate                                          ,WR,BCT,"18.9336404","72.82760112"
KTHY,Kalthuruthy Halt                                            ,SR,MDU,"8.96968081","77.09744663"
KTI,Kanti                                                       ,ECR,SPJ,"26.19972","85.28608"
KTIG,TISCO SDG KALAMBOLI                                         ,CR,CSTM,"19.034696","73.114529"
PVD,Peddavadlapudi,SCOR,BZA,"16.41428894","80.61295049"
KTJ,Khaltipur,ER,MLDT,"24.87570167","88.02218"
KTKL,Kotli Kalan Halt                                            ,NR,DLI,"30.04131167","75.29671"
KTJI,KATHAJORI   PH                                              ,ECOR,KUR,"20.45057448","85.89646508"
